person,gender,age,became_member_on,days_diff,max_date_income,offer_id_count,amount_count,amount_mean,reward_count,reward_mean
7429a044884842d6862f516c38b1156f,F,46.0,2017-09-11,318,63091.65012707685,5,1,2.88,0,
ebe7ef46ea6f4963a7dd49f501b26779,M,59.0,2015-01-21,1282,53725.3278796139,13,13,4.006153846153846,2,2.0
5917d13f6fa04286abdf95f4d5cefb1e,M,67.0,2014-08-23,1433,129865.5062339057,11,8,25.86,4,5.25
d1ede868e29245ea91818a903fec04c6,O,53.0,2017-09-16,313,55547.60756424195,9,5,3.748,1,2.0
1e9420836d554513ab90eba98552d0a9,M,22.0,2017-09-25,304,74633.86069668725,16,6,17.73,4,7.0
868317b9be554cb18e50bc68484749a2,F,96.0,2017-11-17,251,93837.09658168281,11,4,20.48,4,3.75
f082d80f0aac47a99173ba8ef8fc1909,M,40.0,2016-07-09,747,38629.41877383508,11,14,2.924285714285714,1,5.0
102e9454054946fda62242d2e176fdce,F,69.0,2016-08-14,711,66218.98199486577,16,14,15.249285714285715,4,7.5
8dabe2142cdf4013a6f4786edf8ab00f,M,56.0,2014-05-11,1537,94027.5182358383,7,9,18.630000000000003,2,3.5
9f30b375d7bd4c62a884ffe7034e09ee,F,26.0,2017-08-12,348,67796.54810063055,8,21,3.494285714285714,2,2.5
6e014185620b49bd98749f728747572f,M,75.0,2015-11-12,987,49253.99807113673,11,10,15.553,4,3.0
02c083884c7d45b39cc68e1314fec56c,F,20.0,2016-07-11,745,35102.84728619974,3,10,2.989,0,
c0d210398dee4a0895b24444a5fcd1d2,M,45.0,2018-07-07,19,33132.46948088009,13,8,7.65625,3,6.0
8b70ca1f5f5a45bdac2ac2f990b71526,M,61.0,2017-11-21,247,103239.13167180338,13,8,29.30375,4,5.0
8e7c7465e98c43d8a01f51e2b5c29542,F,69.0,2013-09-18,1772,53760.981517778666,9,12,2.7266666666666666,1,5.0
57dd18ec5ddc46828afb81ec5977bef2,F,54.0,2017-02-07,534,89534.29104928556,14,9,27.711111111111112,3,5.666666666666667
be8a5d1981a2458d90b255ddc7e0d174,M,39.0,2014-05-27,1521,70283.12866585856,9,14,3.7078571428571427,1,5.0
3f89b8f80ebc4f94b7074f28071aa8d4,F,41.0,2015-09-21,1039,51041.93086421909,9,18,3.472777777777778,3,3.3333333333333335
a3b9b4bf115e4564933ea2e4bc936843,F,79.0,2015-04-15,1198,61793.730281924145,8,15,10.133333333333333,2,6.0
7584948ea6d04f94b8798624706261c2,F,66.0,2018-04-08,109,38883.46305550954,9,5,11.216,1,5.0
e9844d5beac04bf8b8d3ad18f7e37fca,F,56.0,2017-06-26,395,56516.36966325693,6,7,12.444285714285714,2,4.0
f247806381704ea58c1b06f60602a6ae,F,39.0,2014-07-23,1464,76251.66596342518,11,13,11.556153846153848,3,3.3333333333333335
9fa9ae8f57894cc9a3b8a9bbe0fc1b2f,M,42.0,2016-01-17,921,116575.95534039916,12,12,26.706666666666667,4,5.0
fe8264108d5b4f198453bbb1fa7ca6c9,F,78.0,2016-10-09,655,106773.27518507042,15,8,28.193749999999998,5,6.4
186d6403f5824c739555b732f4af3f16,M,45.0,2017-10-06,293,51058.94226072331,6,6,2.8333333333333335,0,
8a87fda1a6644337b4394a4c3cd0946c,M,29.0,2016-04-30,817,59399.70299503384,7,12,3.1808333333333336,1,5.0
b7a66e629b134079a9bc7120c7b9947b,M,44.0,2017-09-24,305,37324.7995335801,12,18,8.34611111111111,4,3.25
ca82e1ebc759402c8ab95c341755bdf1,M,63.0,2018-07-13,13,56153.710948558175,9,9,13.513333333333334,3,4.666666666666667
54890f68699049c2a04d415abc25e717,M,36.0,2017-12-28,210,58535.33833197263,7,7,16.97857142857143,2,4.0
ab66a363907e43e9a7cd535f1578245b,F,76.0,2018-03-14,134,48346.88492219368,9,6,3.775,1,3.0
d3f146b615514c6380b168bb3df5f05b,M,68.0,2017-08-23,337,93406.90754649985,15,8,22.1475,5,5.0
a5a6ef2b78a04ddc9f374dd7c7f60bff,M,75.0,2015-11-29,970,63801.09294814523,8,11,12.32181818181818,2,3.5
2e87ba0fba1a4d1a8614af771f07a94d,M,67.0,2017-02-26,515,84717.50124194314,14,12,16.731666666666666,4,3.25
d8af520c4a8a4c77b921098d7d838c4d,M,77.0,2016-07-30,726,59436.249806016465,9,11,2.1645454545454546,0,
39dbcf43e24d41f4bbf0f134157e0e1e,M,76.0,2014-08-31,1425,86431.08766591574,6,8,13.865,1,2.0
b62e66ca4dcf4df39fd522e750a88d81,M,57.0,2018-02-07,169,101555.0986438693,5,1,27.24,2,7.5
8c7df0c393db488aac3e58b06a7ea5f9,F,53.0,2016-07-06,750,84335.69845930564,15,9,18.653333333333332,5,5.4
3a1242dda16248728e350c4bdeb21972,F,53.0,2016-12-31,572,131997.2876943978,14,10,30.32,5,7.4
8045834137dc47faa24f2c4547969f33,F,53.0,2017-10-26,273,58258.839205977856,9,8,2.5225,1,2.0
fb98ebe9e3e14afaa5b5db182b00b7ec,F,61.0,2017-11-10,258,118261.55396037684,12,2,33.625,2,2.5
5cd6577aca5d4b419e452f9f505ffce7,F,67.0,2016-09-10,684,88945.89863756036,7,8,19.46625,1,2.0
99e9a1916821461ebd5d5048dc2dff7d,F,58.0,2018-01-25,182,88325.27890689007,12,15,19.361333333333334,4,3.5
e528ceb341964128aaf58a59733ec2af,F,46.0,2018-06-29,27,36205.5328016866,8,5,3.4259999999999997,0,
faf74115a43b4f718f4d4c0de116ee8a,M,30.0,2017-12-02,236,43091.81958285461,4,4,2.9875,0,
0b73997a269247088b2a63355f53ee58,M,59.0,2017-08-20,340,95614.65532440785,12,2,22.700000000000003,2,7.5
f44b44b53c0548d5b27c812fda4c358a,M,51.0,2015-12-31,938,49966.43099320558,13,20,3.7980000000000005,3,3.0
6e04a90a0e074496b5f229eb1f553433,M,27.0,2018-01-10,197,36484.44255974228,10,12,2.4633333333333334,1,2.0
262ad0fb526a4d53b572007da60cce24,M,40.0,2018-02-27,149,54691.531841886186,7,5,1.634,0,
a2b7a0b3487a4d779ddf4e11a034e2ee,F,73.0,2018-04-19,98,92899.94176209324,13,4,27.29,3,6.0
2c5c63e5124e417b8504f76c868a4190,F,74.0,2015-12-24,945,130592.8062151212,13,10,29.830000000000002,4,2.25
9d6da0a2ac54474e8ec986fd21cecef0,M,42.0,2015-11-21,978,81115.02116901336,7,7,19.562857142857144,2,4.0
571b739ada3041fb8fbd20f23ce034f7,M,78.0,2015-11-11,988,71433.35749360408,15,10,12.693999999999999,3,10.0
816afd4505d047cf893275fbfe825590,F,54.0,2016-12-25,578,59869.3367295463,13,18,3.1683333333333334,2,2.0
13b7b2eccf664a329d83d2a238a9a11d,F,70.0,2018-06-13,43,74673.98235875994,6,0,,0,
68eee228713c429ebe1300155ad1fb33,F,49.0,2017-04-08,474,62991.210149923136,13,10,18.478,3,6.0
ffc6c9fbe34b4578911dcdf6745b4c74,F,62.0,2018-04-10,107,58300.603781257596,5,0,,0,
cbebad9819494b479dbf0c1207b4c0c5,M,64.0,2017-03-05,508,77914.19391426544,12,9,15.593333333333334,4,5.0
4264b1d027cc493281bba4f44bfedaca,F,89.0,2017-11-14,254,91786.43953198215,11,9,27.625555555555554,4,3.25
0ba6e2ad781c4429afd26cf0b35f2d11,M,73.0,2018-04-01,116,52262.78156347177,10,9,2.6033333333333335,1,2.0
b5abc1e85be84f43937b4fca0ad238cb,F,50.0,2017-05-06,446,102170.14990936969,14,12,24.77416666666667,4,3.25
1c587de019994f93a242c6864fd7bc55,F,90.0,2015-12-10,959,119961.9617721316,6,3,26.676666666666666,1,10.0
3f4e408b0b2d4ea89dd16d7437d867c1,F,68.0,2016-07-31,725,97874.3604836142,6,2,17.02,1,2.0
13bda8fbd70a4814b956df1d55320398,M,60.0,2017-02-06,535,71642.53723123575,6,12,3.6783333333333332,1,5.0
b19c8e7ac2ff40ae92b4fcf3247f8912,M,45.0,2017-08-15,345,58074.579869197005,8,6,1.9183333333333332,0,
21c73d53e2a74bb1b4dc172bff2b1aad,M,66.0,2016-01-24,914,59414.551980511584,16,18,11.162777777777778,5,4.6
1abeb816d9fa49b4b5b5ae51bc3d24c3,F,19.0,2016-10-15,649,83705.31682282247,10,11,18.431818181818183,2,3.5
92e07c49ee7448fca6e48df0c96e3eec,F,66.0,2018-02-16,160,59990.08852615652,12,10,16.353,3,6.0
f8aedd0cbea0419c806842b4265b82e5,F,72.0,2016-08-11,714,83697.95683368511,17,12,16.826666666666664,6,6.666666666666667
a9780228a1d04539afdee8b745e4be10,M,76.0,2016-04-07,840,75207.46894405095,14,13,17.28923076923077,4,3.5
94f14dcfedba47e18b7efca13dd7574b,M,52.0,2017-05-15,437,85528.63429289956,12,6,19.653333333333332,4,8.0
8a4bc602e4424ab6b16f0b907f2f22af,M,55.0,2017-12-10,228,32526.706770597444,7,5,6.145999999999999,1,5.0
6d28f18e91324d358d69d1e4b01f1ace,F,39.0,2017-09-19,310,64052.86347069888,11,12,58.791666666666664,3,5.666666666666667
52f0bd64403f4958ab8fe9a6947c13c3,F,45.0,2016-01-26,912,53329.34863467665,13,16,10.231875,5,5.8
93e67942586e43fb87d5ffb1ead8db41,F,57.0,2017-07-04,387,123692.44931242787,16,8,23.1025,5,6.4
e641af076cc54529bec6ab61fc25f4a6,M,74.0,2018-07-12,14,48141.901995918066,4,3,2.2866666666666666,0,
716a961d2afb4c1d8307522a8cbb4f07,M,18.0,2016-07-27,729,54809.24213403546,15,22,12.527727272727274,5,4.0
13033baa9d294c3c9165a00d71b72614,M,53.0,2017-09-27,302,102311.85450432119,14,5,27.768,4,3.25
15953663abf54181adf1fd4c39442b85,F,59.0,2017-09-10,319,104818.39906783594,7,4,28.009999999999998,3,2.0
0ac5ffb0f1624297a453494b845e1a91,M,57.0,2014-11-04,1360,61276.74114587617,8,10,3.4219999999999997,1,2.0
1a353048b0884fc5a0afa27677ef1e80,F,51.0,2017-08-13,347,60250.89294087103,11,7,5.848571428571428,2,4.0
2cf5895bddf9467e878c6d51a622d5fb,F,64.0,2017-10-20,279,39241.92408947501,13,7,7.338571428571428,3,4.0
6747dda08bed46298c23e05b64820a3a,M,71.0,2017-01-29,543,63914.35568667665,7,12,2.5116666666666667,0,
f35b342b24734da18a830bb9329a4fbd,F,64.0,2017-04-21,461,72737.53791511245,10,4,12.587499999999999,2,6.0
4c29d22467af4d7faa137c4eedd65340,M,83.0,2018-01-27,180,47779.409669359266,10,5,3.354,0,
e997a086fc13446da2aa9070d98d191a,M,26.0,2017-12-11,227,74480.94486628396,8,4,3.4499999999999997,0,
17af917bb842480e925e49a8ca08c1f8,F,29.0,2018-03-21,127,59574.11906107643,11,12,2.54,1,3.0
bf8d7498eb32431ab3fedaa14b7d3a0d,M,43.0,2017-09-15,314,74791.39383230351,7,1,2.03,0,
3dae0eadb47149b0b9b548d14548524b,F,89.0,2018-01-14,193,67699.69929785965,11,7,17.83142857142857,3,4.666666666666667
5404741ead9442bdbd4b9aa2273e85af,F,49.0,2018-05-18,69,80157.75672875556,12,2,12.465,2,4.0
81e9ad5fa55a4884b65e01a5db8f1b4e,M,79.0,2016-06-27,759,78628.1214351415,10,18,17.612777777777776,3,8.333333333333334
b2f1cd155b864803ad8334cdf13c4bd2,F,55.0,2017-10-16,283,99779.81872370426,13,8,24.41875,3,5.0
37a97f6e09784a07bbb67bc6539f1a00,M,55.0,2017-12-03,235,69352.6946207437,10,19,14.327894736842106,2,10.0
77927096ab4144fa930b4cadd4773cc2,M,45.0,2017-10-07,292,32968.614639939624,7,5,3.2920000000000003,0,
acbc358a8bf44ba88d0de1f2bec5b2ab,M,52.0,2018-01-30,177,31140.7800326126,6,5,1.9599999999999997,0,
8ca29d07b300474786a6016fe76174dd,M,39.0,2016-04-04,843,65698.85925693718,11,9,17.39333333333333,4,7.5
88baa20c29a94178a43a7d68e5f039d4,M,77.0,2018-07-02,24,69350.05616355897,7,3,20.083333333333332,1,5.0
a2bd377c7ab74d93bbfd87f70043a9f8,M,66.0,2018-07-09,17,60215.45512819229,10,6,5.1499999999999995,2,4.0
23f9e3baf42b43148fee9bbbc3530c7a,F,69.0,2017-09-27,302,92720.11814454109,10,2,26.605,2,5.0
8486e692a5f94d179d507eaca848ecbd,M,74.0,2014-08-20,1436,71741.94805243169,5,4,13.782499999999999,1,2.0
49f22e86d2db41878778d70958dc744e,F,75.0,2018-07-12,14,87257.19736760149,14,5,22.94,3,3.3333333333333335
28de174a5c854dd1be3187dc6edae45b,F,59.0,2015-09-09,1051,106086.72123923559,15,7,27.58571428571429,4,3.0
a1eb338ccbca4cc88c9366939f16d819,M,47.0,2013-12-30,1669,93837.72959046188,8,5,14.834,2,6.0
220a39cdfd6b41268c43a2e588fcb7e0,M,20.0,2018-05-28,59,69863.74062116642,6,1,0.87,0,
0c89378f14804b42b6e63e4dc26e8d3e,M,60.0,2017-04-26,456,118899.64470423141,10,4,31.82,2,3.5
464d2302b99b46ad8eb3e42e1b849c24,M,65.0,2018-03-15,133,62734.85551133816,9,6,4.000000000000001,2,2.5
3f36bc1d5fc0499b9f96f62348f0f9b0,M,33.0,2015-04-21,1192,55286.8949454537,6,8,2.4725,1,2.0
fe97aa22dd3e48c8b143116a8403dd52,F,39.0,2017-12-17,221,70195.97325927783,11,11,51.16090909090909,1,2.0
dbca75f289544e09836322ba2e104854,M,49.0,2018-06-02,54,59675.61398285975,6,6,6.376666666666666,1,5.0
c863af14b3654499b1caea5e640136d2,M,68.0,2018-02-07,169,60104.03797290224,10,2,8.595,0,
d7dc31e069124ef49e1bb937cb89f41c,M,42.0,2017-02-09,532,89496.54201064566,7,3,17.913333333333334,1,10.0
1827da57bb924833a6f73c79b5f2bbc5,M,72.0,2018-06-01,55,33384.92432860768,9,5,1.6280000000000001,0,
721eb06ac285463aa6e1184e0ea9b7f0,F,18.0,2017-05-24,428,53627.662469629664,10,10,3.0469999999999997,2,3.0
d594b1f288674594a02c8527e5837ade,F,32.0,2018-06-28,28,42248.695558573076,5,7,10.17,2,5.0
0f54094029ca4107bfd36203aeb3ed14,M,67.0,2017-08-28,332,53625.56562815123,11,3,11.023333333333333,1,3.0
5f18c5754dc04baaa1267c823f877a85,M,52.0,2018-07-04,22,42195.27997987461,7,3,1.8,0,
d8567f1400d8486cb31c6abba64389ec,M,38.0,2017-10-19,280,67892.23646548502,8,9,16.77111111111111,3,8.333333333333334
30fae86966114f6e83c3043b22b6b7c4,F,60.0,2018-03-16,132,79173.20397812942,16,5,21.382,4,4.25
fd700397b7c8440baa70d5539926c5a0,F,62.0,2017-12-22,216,80587.97864250558,10,2,16.73,2,7.5
4293153650e04742b310ac06cd3810e9,F,55.0,2018-07-08,18,51193.93007215563,9,2,12.95,1,5.0
2ce2e03319c7446ca9c379b4589da19b,M,22.0,2018-04-28,89,64193.410760468236,10,6,3.3000000000000003,0,
4d15a2a5ac134c58971b910b859bec24,M,34.0,2017-12-06,232,43055.490890733476,9,11,10.764545454545454,2,6.0
127cd9d95e6247e5b92bff64d6205a94,M,46.0,2014-12-14,1320,79254.91448922319,12,26,4.060769230769231,3,4.0
4e233f02eff840c7a3e5ec15d55d7d23,M,85.0,2018-07-26,0,67000.0,6,5,4.436,1,3.0
3ecb372184104ff7bad0f0f60cb56e29,F,51.0,2017-03-16,497,94390.91071677938,11,8,22.5,3,4.333333333333333
8a37057f57c4495fb98dfcc8b909b09f,F,53.0,2016-04-27,820,101043.39053440408,13,8,22.13625,4,5.5
11da2f066d3943699d10b61fd276fd1a,M,51.0,2016-08-10,715,106969.94175386052,15,15,22.061333333333334,5,3.8
21b02228cd4441b49bf0b5ff046f4b75,M,48.0,2015-06-01,1151,56085.67760114147,11,18,3.232222222222222,2,2.5
629fc02d56414d91bca360decdfa9288,M,52.0,2018-06-05,51,72778.42705010265,15,3,22.016666666666666,3,4.0
c87b50fcdd4a4d2faacff6112243a8dd,M,62.0,2016-03-05,873,63711.54942360556,10,10,12.556000000000001,3,7.333333333333333
91dc71c4e9bd45b0861825c32f5ee8f9,M,42.0,2018-03-25,123,63628.99111632399,6,4,3.0300000000000002,0,
3bd5ba038a5c46cc94e8cd5e5739c967,M,55.0,2017-10-25,274,68865.8744133993,6,7,2.3842857142857143,0,
92214286965d4eb1ad14dc8b0b04a20f,F,27.0,2015-09-15,1045,62325.05553484015,10,8,11.2225,2,10.0
37155a5f4ff248529399c95472186879,M,68.0,2018-05-30,57,108293.74628900786,9,8,31.715,2,4.0
c84fe4915ef74c7f9e81b003d3ecf54c,F,74.0,2017-12-20,218,86904.20154619221,4,1,25.69,1,5.0
041fd7c6b796430a867c4e03d2ff8f4d,M,77.0,2014-10-11,1384,88364.83901672997,14,26,3.351153846153846,5,3.4
9e91e04b9a344f4e948728bf127967b6,M,35.0,2018-01-18,189,74927.2152255941,13,14,18.68285714285714,5,5.4
348bdc19d65f49b8b98f72c59e64cd89,F,50.0,2017-11-08,260,72888.295323437,13,10,18.496000000000002,3,4.666666666666667
c74beaa959a742309ba8350b7d472676,M,45.0,2015-10-27,1003,116138.04263064858,11,6,27.151666666666667,2,7.5
c79da41557894c7eacc5c0156dc1f4dc,M,82.0,2016-12-31,572,98151.82931121888,4,8,19.455,0,
8cc1a1bd309842bfaafd4483d994579b,M,40.0,2013-12-22,1677,81178.49341991778,9,4,19.987499999999997,1,3.0
83e2ccc1d4374c14865e8e2cf16007dd,M,66.0,2018-06-17,39,34280.742698606395,5,4,2.65,0,
17c803219d1348d4a016691c947de0ed,M,52.0,2018-04-11,106,64423.92408620986,5,2,3.09,0,
791ffe6d3dc848d2b233129a8096f7ab,F,57.0,2016-03-29,849,106447.28221683191,12,9,25.186666666666667,4,5.0
2204f8ff966f48db90246bd7b5918a7f,M,68.0,2016-06-29,757,80941.08913144459,10,9,15.892222222222223,3,5.0
0b9cac742f534951b5af48395dfe6879,M,21.0,2018-03-03,145,53614.37824097263,9,5,2.7960000000000003,1,5.0
b818e955451b47db9fc8767fa45e464e,M,61.0,2017-08-15,345,47320.02804156793,11,8,2.2125,2,2.5
a9ecb39d93d74696a9d6ddd5355329ff,F,58.0,2018-03-17,131,55512.358992214366,7,6,3.5833333333333335,0,
0d18c37c8b58459f8aa6af2f7b541357,F,67.0,2018-06-14,42,54480.33645632689,7,7,2.4828571428571427,0,
d250372c924747d8ac9a8fa88f584bc3,M,24.0,2017-02-12,529,68197.96057287564,9,10,15.542000000000002,2,7.5
3cea9c09fefb4c33ae2f0aa604af7eb4,M,26.0,2017-11-17,251,36902.22899279661,8,4,2.525,0,
87efa556dd48400cb4231a273e088bcf,F,71.0,2017-12-07,231,110240.81507168945,11,9,23.58555555555556,4,3.75
4e4c47b460b1414c8ddd459b61f84b9e,F,69.0,2017-12-12,226,67123.5984704595,13,9,16.276666666666667,4,5.5
accec36a10704e1fbaeb9b28b8bc5da8,M,81.0,2018-05-03,84,94661.85069159673,12,0,,0,
d1a6fe4c241e4dbf8a4da6fd6c714ac5,M,62.0,2016-04-05,842,87181.91966980236,13,11,21.10818181818182,3,6.666666666666667
1eed89c11cc749a4bb93d8cef032821d,M,38.0,2017-07-09,382,80206.98623074919,3,8,99.59625,1,2.0
3f279ee9fd0d4195b0b9574ce0ae6923,M,61.0,2017-09-26,303,87409.80432621982,5,3,20.883333333333336,1,5.0
2d40e25b82b94b37bbad2332e90a1034,F,52.0,2017-08-09,351,99067.12868145945,11,1,23.59,2,7.5
9df2790f060d430e94f17189042e5671,M,50.0,2017-12-25,213,73215.47119266939,11,10,21.866999999999997,3,4.0
ae47fbe72b274838a2093c3e91bc03dc,M,54.0,2017-02-16,525,131812.704858157,13,7,26.515714285714285,3,10.0
018b8f83176d471db63d9733c741fc8a,F,75.0,2018-05-02,85,110971.15653024465,6,2,18.52,2,5.0
d2e88e95c0ae41c0980e4cfc10d162d8,M,82.0,2018-03-19,129,75012.84539133283,10,8,4.5375,1,3.0
aa4a681ea192401ab469b616f8fe6885,M,64.0,2018-07-20,6,38048.10471672447,9,5,2.1079999999999997,0,
ae40f2f496e84ed29e7638b0bccee9a4,F,54.0,2015-10-06,1024,122858.39962560267,14,7,23.31142857142857,3,6.0
5a3d291f75984396b6eb2800206ec716,M,82.0,2018-01-08,199,75085.36755815872,8,3,5.4766666666666675,2,3.5
bf2c086d4c4049289df1e0c8ea08f55c,M,90.0,2018-05-09,78,45746.210552389704,7,5,2.152,1,5.0
5b9c1a35c0144b6ab584e666dec7c531,F,34.0,2018-04-17,100,68427.70839815732,8,7,2.7228571428571433,0,
ad3c443c9ce34aa38929b0a84cb14c04,M,44.0,2018-07-18,8,53089.476763280196,7,6,11.553333333333335,1,10.0
688e4f2487d44ad8bbcc0f96936f42d6,F,79.0,2018-07-11,15,106335.78567493848,6,0,,0,
73c157a4b8e342fcb5d8479d8cb41e81,F,58.0,2016-12-31,572,107177.2848800666,10,11,29.184545454545454,3,8.333333333333334
e737ff591120415581ddbe817b8c82ca,F,47.0,2016-01-05,933,90088.28783912823,7,14,18.19214285714286,2,7.5
9cb34ff9de694c578154da3efc9915db,F,60.0,2017-11-17,251,62206.61458785714,10,7,3.5142857142857147,1,5.0
32189735a963491082e35dd4c3221690,M,83.0,2017-08-07,353,58172.623745339515,9,13,12.676153846153845,2,3.5
4e5923e5deab4d5cb1624a0b1cc9909c,F,74.0,2018-05-17,70,104531.51866570303,9,0,,0,
2c5c71b7bfaa4e3e8088fc177e6e559b,M,89.0,2015-09-17,1043,125843.53222606983,8,5,32.104,1,3.0
307245a5204947e5a9f952daffcad5f2,M,68.0,2016-03-05,873,74530.49177855745,12,9,15.811111111111112,4,3.0
eb834c09384149e88983526893d4d0cb,F,63.0,2017-11-27,241,115734.14856653819,10,5,20.534,3,4.0
f93884685d214230bbc7c5f46aef121f,F,40.0,2018-07-06,20,51215.523327056944,8,5,14.440000000000001,0,
341276cb09ac42ad8473be091b52b082,F,79.0,2017-12-17,221,103722.40824878366,8,7,23.12142857142857,1,2.0
18174519037241e9b1ddcb627ca4dc41,M,71.0,2018-03-21,127,30814.19951434988,4,5,2.498,0,
978d48db5c714a4490d904412f85b502,F,76.0,2015-09-06,1054,142371.0436200275,14,7,26.16857142857143,4,8.0
2f442d5255324bbd9438b8a213544532,M,89.0,2016-05-28,789,113376.09330159653,14,6,23.421666666666667,4,7.0
044f41cfd98940119477d73c81f973a3,M,63.0,2017-07-29,362,38855.41398002502,11,6,2.026666666666667,1,3.0
031387fa9cfd47e88f4e4b4b4cb71925,M,41.0,2017-09-22,307,88550.43026452753,10,0,,0,
8c410d84af08408fb41f953c93ffac27,F,71.0,2018-04-08,109,57301.94555548775,17,10,16.416,6,3.6666666666666665
09e7e40eb89943458f4f79fe2e023dd6,M,44.0,2017-10-11,288,38253.855886996964,10,6,3.5933333333333337,1,3.0
97b2476046874de3975e8feee95a1f98,M,25.0,2016-04-06,841,87163.53911093195,3,10,6.987,1,5.0
0ad8a9771c59432f9641e48212b2ccb9,M,27.0,2018-03-27,121,71808.89501016476,6,5,2.6580000000000004,0,
2a01c11fdcc441bcbdc842c35adccb2f,M,67.0,2018-02-12,164,109729.56619194118,10,6,28.645,1,5.0
78e9be059fce46a1b610f74e0e812a4a,F,77.0,2016-02-19,888,96473.01765079061,17,10,22.236,5,4.4
ad4fd34e9f7e4fd9ae627edd73ca2081,F,68.0,2015-12-29,940,80467.69338583783,15,10,14.528,5,4.2
0e4e14ea66044a9eaee0b5efbff6ca62,M,37.0,2016-04-20,827,76192.10328400446,12,16,16.335625,3,4.333333333333333
ace4a7611da040748d1722cda25b6280,M,55.0,2016-03-23,855,71853.05749136742,5,6,2.555,0,
c894971c9e414a358b84255199727636,M,30.0,2016-09-03,691,62469.7784067234,17,20,35.0235,5,4.2
e277228d77a64ab896d6dd6d88f970d3,M,51.0,2015-08-15,1076,67752.47420948122,15,19,13.275263157894736,4,3.0
f20277feaaca40b1ae9295a1d897fcb8,F,47.0,2018-07-12,14,92271.97882550962,9,2,33.075,1,3.0
6f04a68e93df44d1b2329a399016452b,M,49.0,2018-02-04,172,49772.7469242453,10,8,2.4050000000000002,1,3.0
27aa749a6f5f448e91327028a2ac7fb5,M,32.0,2015-10-08,1022,47137.88710996337,14,18,9.575,3,8.333333333333334
ba9fb3e4a7084361914c1647d871d27e,M,30.0,2017-04-18,464,76091.90684895912,9,8,20.97375,3,3.0
00c6035df45840038a72766c6d27a0db,M,47.0,2017-02-25,516,95884.75625642447,11,11,21.95909090909091,3,5.0
fffad4f4828548d1b5583907f2e9906b,M,34.0,2017-01-23,549,38172.61465112374,11,12,7.4025,3,5.0
a1ad0bbe76f8403786baa50ff845bc42,F,78.0,2017-06-04,417,110282.56784803528,7,5,37.458,3,6.666666666666667
50fb5c0c6b1b4f43bd5f4a818dddb513,F,85.0,2016-03-02,876,85403.43955199276,11,15,18.278000000000002,2,3.5
a97e6f33219c432db82acfa0d19c602d,F,75.0,2013-08-06,1815,101170.09291304872,16,8,15.2325,4,5.5
c6a2cd4fdc104ea5896ac60300f6842d,F,76.0,2017-03-11,502,78927.33863609201,14,14,17.15285714285714,5,4.8
4c0b938c4e994b168f0062d7dbb79796,F,89.0,2015-07-22,1100,74401.40515491374,8,4,14.129999999999999,2,4.0
4de38d89a91c4286a583085d909817f9,M,58.0,2018-01-29,178,72677.14259368957,13,6,5.068333333333333,2,3.5
5ad59daa0d6b41f0a0c115443c1d8828,M,23.0,2017-10-30,269,51859.57221155814,13,22,3.4072727272727277,3,5.0
2b91e3c00a424185ab261b2a204c9718,M,58.0,2017-09-16,313,56615.83078663122,13,10,12.265,3,3.3333333333333335
